CustomerID,Tenure,MonthlyCharges,TotalCharges,NumProducts,SupportCalls,Contract,PaymentMethod,InternetService,SeniorCitizen,Partner,Churn
CUST-00049,36,100.42,3277.75,2,1,Two Year,Bank Transfer,Fiber Optic,0,1,0
CUST-00050,50,106.64,5906.95,5,2,Two Year,Mailed Check,Fiber Optic,0,1,0
CUST-00051,4,25.96,96.25,5,4,Month-to-Month,Credit Card,DSL,0,1,0
CUST-00052,2,89.21,172.01,3,1,Month-to-Month,Credit Card,Fiber Optic,0,0,1
CUST-00053,6,34.0,226.72,2,1,Month-to-Month,Mailed Check,Fiber Optic,0,0,0
CUST-00054,54,61.58,3488.08,3,1,One Year,Mailed Check,Fiber Optic,0,1,0
CUST-00055,4,74.86,285.22,1,0,Two Year,Mailed Check,No,0,0,0
CUST-00056,54,60.27,3433.94,5,3,Month-to-Month,Bank Transfer,DSL,1,0,1
CUST-00057,63,71.96,3880.23,1,2,One Year,Electronic Check,Fiber Optic,0,0,1
CUST-00058,18,119.65,2305.95,3,2,Two Year,Bank Transfer,DSL,1,0,0
CUST-00059,44,33.52,1469.14,4,1,Two Year,Mailed Check,Fiber Optic,0,0,0
CUST-00060,34,87.55,3256.37,5,3,Month-to-Month,Bank Transfer,DSL,0,1,0
CUST-00061,62,59.6,4199.19,4,1,Month-to-Month,Credit Card,DSL,0,0,0
CUST-00062,14,33.3,525.75,2,2,Month-to-Month,Bank Transfer,DSL,0,1,0
CUST-00063,48,35.87,1933.16,5,3,One Year,Mailed Check,Fiber Optic,0,1,0
CUST-00064,15,114.93,1730.24,1,2,Month-to-Month,Electronic Check,Fiber Optic,1,1,0
CUST-00065,72,107.96,7446.98,4,3,Month-to-Month,Bank Transfer,Fiber Optic,0,1,0
CUST-00066,62,110.7,6791.41,2,0,Month-to-Month,Mailed Check,Fiber Optic,0,1,0
CUST-00067,40,119.15,5037.51,5,2,Month-to-Month,Bank Transfer,Fiber Optic,0,0,0
CUST-00068,53,40.83,2413.28,2,2,Month-to-Month,Credit Card,DSL,0,1,0
CUST-00069,24,55.54,1215.79,1,1,One Year,Bank Transfer,DSL,0,1,0
CUST-00070,26,86.92,2543.44,5,2,Two Year,Bank Transfer,No,0,1,0
CUST-00071,60,68.38,4490.74,2,1,Month-to-Month,Electronic Check,Fiber Optic,0,1,0
CUST-00072,41,61.84,2899.67,3,4,One Year,Bank Transfer,Fiber Optic,0,0,0
CUST-00073,29,55.78,1802.15,5,0,One Year,Bank Transfer,DSL,0,1,0
CUST-00074,15,79.38,1112.09,5,0,Month-to-Month,Credit Card,DSL,0,1,0
CUST-00075,45,77.56,3077.61,5,3,Two Year,Credit Card,No,0,0,0
CUST-00076,65,36.15,2076.41,5,1,Month-to-Month,Credit Card,Fiber Optic,0,0,1
CUST-00077,71,67.17,4470.37,3,3,One Year,Electronic Check,Fiber Optic,0,0,1
CUST-00078,9,75.35,701.38,1,1,One Year,Credit Card,No,0,0,1
CUST-00079,1,77.03,84.06,3,2,One Year,Credit Card,Fiber Optic,0,1,0
CUST-00080,8,41.01,367.38,3,1,Month-to-Month,Bank Transfer,Fiber Optic,0,0,0
CUST-00081,63,94.23,6156.89,2,3,One Year,Bank Transfer,Fiber Optic,0,1,0
CUST-00082,11,22.52,210.98,4,0,One Year,Electronic Check,Fiber Optic,0,1,0
CUST-00083,8,55.48,402.07,4,2,One Year,Credit Card,DSL,0,1,1
CUST-00084,35,98.02,3018.73,2,1,Two Year,Mailed Check,Fiber Optic,0,1,1
CUST-00085,35,76.39,2564.02,3,4,One Year,Bank Transfer,DSL,1,0,0
CUST-00086,33,46.12,1522.58,2,1,Month-to-Month,Mailed Check,Fiber Optic,1,0,0
CUST-00087,5,89.5,386.2,5,4,Month-to-Month,Mailed Check,DSL,0,0,1
CUST-00088,41,76.74,3003.32,2,5,One Year,Credit Card,DSL,0,0,1
CUST-00089,28,99.62,2520.89,2,3,One Year,Mailed Check,No,0,1,0
CUST-00090,7,93.5,683.38,5,0,Month-to-Month,Electronic Check,Fiber Optic,0,0,0
CUST-00091,72,81.01,5770.2,4,3,Month-to-Month,Electronic Check,DSL,0,1,1
CUST-00092,12,68.82,824.68,5,0,Month-to-Month,Bank Transfer,No,0,1,1
CUST-00093,34,33.32,1108.31,1,1,Month-to-Month,Mailed Check,Fiber Optic,0,0,0
CUST-00094,33,46.13,1730.55,2,4,Month-to-Month,Electronic Check,DSL,1,0,1
CUST-00095,48,61.91,2717.37,2,2,Month-to-Month,Electronic Check,Fiber Optic,1,0,1
CUST-00096,23,79.93,1847.58,4,1,Month-to-Month,Mailed Check,Fiber Optic,0,1,0
CUST-00097,62,71.37,4738.25,3,1,Month-to-Month,Electronic Check,Fiber Optic,0,1,1
CUST-00098,37,48.82,1837.14,5,0,One Year,Mailed Check,No,0,0,0
CUST-00099,44,20.65,1025.54,3,3,Month-to-Month,Electronic Check,DSL,1,0,1
CUST-00100,35,69.62,2347.49,1,1,Month-to-Month,Mailed Check,DSL,0,0,1
CUST-00101,65,48.56,3122.0,5,2,One Year,Electronic Check,DSL,0,0,0
CUST-00102,47,93.46,3850.38,1,4,Two Year,Electronic Check,DSL,0,1,1
CUST-00103,3,22.39,69.37,1,1,Month-to-Month,Electronic Check,Fiber Optic,0,1,0
CUST-00104,1,78.48,73.49,1,1,Two Year,Credit Card,No,0,0,1
CUST-00105,5,114.15,512.59,5,4,Month-to-Month,Credit Card,DSL,1,0,1
CUST-00106,14,37.44,531.16,5,1,Month-to-Month,Electronic Check,DSL,0,1,1
CUST-00107,27,67.16,1830.9,4,5,Month-to-Month,Credit Card,No,0,1,0
CUST-00108,9,29.14,228.89,2,3,One Year,Mailed Check,DSL,0,1,0
CUST-00109,15,82.57,1312.2,3,2,Month-to-Month,Credit Card,Fiber Optic,0,1,0
CUST-00110,42,75.05,3269.14,3,0,One Year,Bank Transfer,DSL,1,0,0
CUST-00111,51,60.74,2808.74,1,2,Month-to-Month,Bank Transfer,DSL,0,1,0
CUST-00112,63,72.14,4503.15,5,3,Month-to-Month,Electronic Check,DSL,1,1,0
CUST-00113,52,109.66,6079.23,5,3,Month-to-Month,Credit Card,DSL,0,1,0
CUST-00114,4,39.63,159.92,1,1,Month-to-Month,Bank Transfer,Fiber Optic,1,0,1
CUST-00115,23,22.26,495.93,2,2,Month-to-Month,Electronic Check,DSL,0,1,0
CUST-00116,15,106.17,1507.67,3,0,One Year,Bank Transfer,DSL,0,0,0
CUST-00117,43,77.71,3452.2,4,1,Month-to-Month,Electronic Check,Fiber Optic,0,1,1
CUST-00118,29,109.07,3579.7,2,4,One Year,Bank Transfer,Fiber Optic,0,0,1
CUST-00119,36,79.69,3016.65,5,3,Month-to-Month,Bank Transfer,Fiber Optic,0,1,0
CUST-00120,13,101.02,1145.72,1,1,Two Year,Credit Card,DSL,0,0,0
CUST-00121,32,62.97,1991.27,3,1,One Year,Electronic Check,DSL,0,1,0
CUST-00122,71,94.99,7535.04,1,0,One Year,Bank Transfer,Fiber Optic,1,1,0
CUST-00123,59,111.3,5767.79,5,3,One Year,Electronic Check,Fiber Optic,0,0,0
CUST-00124,28,77.21,2478.95,1,1,Month-to-Month,Credit Card,Fiber Optic,1,1,0
CUST-00125,66,38.08,2851.87,3,1,Month-to-Month,Bank Transfer,DSL,0,0,0
CUST-00126,42,46.88,1719.85,1,1,One Year,Mailed Check,DSL,0,0,0
CUST-00127,45,39.86,2026.92,3,1,Month-to-Month,Mailed Check,No,0,0,0
CUST-00128,62,44.69,2657.01,1,0,Month-to-Month,Mailed Check,No,0,1,0
CUST-00129,57,50.64,3184.98,1,1,One Year,Electronic Check,DSL,0,0,0
CUST-00130,6,75.51,441.97,3,2,Month-to-Month,Credit Card,No,1,0,1
CUST-00131,28,78.8,2167.25,1,0,Two Year,Electronic Check,DSL,0,0,0
CUST-00132,28,62.65,1824.85,2,2,One Year,Electronic Check,No,0,1,0
CUST-00133,44,81.54,3883.19,4,2,One Year,Mailed Check,Fiber Optic,0,0,0
CUST-00134,30,28.16,726.64,2,0,Month-to-Month,Credit Card,Fiber Optic,0,0,0
CUST-00135,62,28.78,1834.23,4,4,One Year,Bank Transfer,Fiber Optic,0,1,1
CUST-00136,62,37.18,2088.52,2,1,Month-to-Month,Electronic Check,DSL,0,1,0
CUST-00137,1,71.81,68.49,4,2,Month-to-Month,Mailed Check,DSL,0,0,0
CUST-00138,27,41.4,1066.82,1,3,Two Year,Electronic Check,Fiber Optic,0,0,0
CUST-00139,62,48.33,2968.65,3,2,Month-to-Month,Electronic Check,DSL,0,0,0
CUST-00140,3,60.03,171.13,3,1,One Year,Credit Card,Fiber Optic,1,1,1
CUST-00141,70,101.19,6248.95,5,2,Two Year,Bank Transfer,Fiber Optic,0,0,1
CUST-00142,72,21.39,1376.35,4,3,Two Year,Electronic Check,DSL,0,0,0
CUST-00143,27,84.94,1972.38,5,1,Month-to-Month,Electronic Check,Fiber Optic,0,0,0
CUST-00144,9,86.89,775.03,5,1,Month-to-Month,Bank Transfer,DSL,0,1,0
CUST-00145,62,99.87,7036.11,4,1,Two Year,Credit Card,DSL,0,0,0
CUST-00146,37,113.28,3708.11,3,1,Two Year,Electronic Check,Fiber Optic,0,1,0
CUST-00147,51,22.01,1272.79,4,0,One Year,Credit Card,Fiber Optic,0,1,0
CUST-00148,44,35.38,1665.7,1,3,One Year,Credit Card,DSL,0,1,0
CUST-00149,24,108.62,2714.41,5,2,Month-to-Month,Electronic Check,DSL,1,1,1
CUST-00150,59,65.85,4054.48,5,2,Month-to-Month,Bank Transfer,Fiber Optic,0,1,0
CUST-00151,32,76.46,2686.54,4,0,Month-to-Month,Electronic Check,DSL,0,0,0
CUST-00152,52,86.3,3958.4,5,3,One Year,Electronic Check,No,0,1,0
CUST-00153,62,87.91,5458.19,3,0,Month-to-Month,Mailed Check,No,0,1,1
CUST-00154,58,113.17,6951.96,5,3,One Year,Bank Transfer,DSL,0,1,0
CUST-00155,52,119.69,6385.99,4,2,One Year,Mailed Check,No,0,0,0
CUST-00156,12,92.02,1214.48,3,1,Month-to-Month,Bank Transfer,DSL,0,1,0
CUST-00157,39,48.72,1656.26,3,1,Month-to-Month,Electronic Check,Fiber Optic,0,0,0
CUST-00158,2,107.98,228.32,5,2,One Year,Credit Card,DSL,0,0,1
CUST-00159,3,24.92,75.52,4,1,Two Year,Mailed Check,DSL,0,1,1
CUST-00160,56,43.11,2326.64,5,2,One Year,Mailed Check,No,0,1,0
CUST-00161,59,109.74,6164.41,1,3,Month-to-Month,Mailed Check,Fiber Optic,0,1,0
CUST-00162,2,45.62,94.55,1,2,Month-to-Month,Mailed Check,Fiber Optic,0,1,0
CUST-00163,2,42.07,94.01,3,0,Two Year,Bank Transfer,DSL,0,0,0
CUST-00164,54,33.81,1823.65,5,1,One Year,Credit Card,No,0,0,0
CUST-00165,1,105.91,116.23,1,0,Month-to-Month,Credit Card,Fiber Optic,0,0,1
CUST-00166,19,70.01,1291.14,2,3,Month-to-Month,Electronic Check,Fiber Optic,0,1,0
CUST-00167,2,87.49,154.11,1,4,Month-to-Month,Electronic Check,DSL,0,1,0
CUST-00168,53,43.91,2021.09,5,3,Month-to-Month,Mailed Check,No,0,1,1
CUST-00169,44,95.8,3647.84,5,0,Month-to-Month,Electronic Check,DSL,1,0,0
CUST-00170,32,96.0,2961.55,1,3,One Year,Electronic Check,DSL,0,1,1
CUST-00171,70,51.26,3412.99,5,2,Month-to-Month,Bank Transfer,Fiber Optic,0,1,1
CUST-00172,32,61.07,2082.01,5,4,One Year,Electronic Check,Fiber Optic,0,1,1
CUST-00173,68,40.97,2988.91,2,1,Month-to-Month,Electronic Check,Fiber Optic,1,0,1
CUST-00174,55,117.66,5599.33,3,3,Month-to-Month,Electronic Check,Fiber Optic,0,1,0
CUST-00175,56,84.56,4339.19,5,1,One Year,Credit Card,DSL,0,1,0
CUST-00176,17,113.45,1798.04,4,2,Two Year,Credit Card,Fiber Optic,0,0,0
CUST-00177,38,50.34,1940.24,3,2,Month-to-Month,Electronic Check,Fiber Optic,0,1,0
CUST-00178,24,98.19,2105.24,3,2,Month-to-Month,Mailed Check,Fiber Optic,1,0,0
CUST-00179,69,96.59,5932.81,4,6,Month-to-Month,Credit Card,Fiber Optic,0,1,1
CUST-00180,70,89.17,7072.93,1,1,One Year,Bank Transfer,DSL,0,1,0
CUST-00181,11,116.56,1399.17,2,2,Two Year,Bank Transfer,No,0,1,1
CUST-00182,16,59.36,858.77,5,2,Month-to-Month,Bank Transfer,Fiber Optic,0,0,0
CUST-00183,59,33.07,1896.44,1,1,Two Year,Electronic Check,Fiber Optic,0,0,1
CUST-00184,70,87.17,5837.61,4,1,Month-to-Month,Mailed Check,DSL,0,0,0
CUST-00185,3,92.93,303.13,2,2,Month-to-Month,Bank Transfer,Fiber Optic,0,1,1
CUST-00186,20,77.51,1554.95,2,1,Two Year,Mailed Check,Fiber Optic,1,0,0
CUST-00187,59,40.68,2132.16,2,5,Month-to-Month,Bank Transfer,DSL,0,1,0
CUST-00188,36,70.45,2718.04,4,1,Month-to-Month,Mailed Check,No,1,1,0
CUST-00189,19,51.22,943.08,1,0,Two Year,Electronic Check,DSL,0,0,0
CUST-00190,67,62.75,3905.23,5,4,Month-to-Month,Electronic Check,Fiber Optic,0,1,1
CUST-00191,19,84.52,1545.9,2,2,Month-to-Month,Bank Transfer,Fiber Optic,0,1,0
CUST-00192,20,94.52,1889.13,2,2,Month-to-Month,Bank Transfer,No,1,1,1
CUST-00193,71,43.22,2924.19,1,2,Month-to-Month,Credit Card,DSL,0,1,1
CUST-00194,52,60.53,2903.85,2,1,Month-to-Month,Bank Transfer,Fiber Optic,0,1,0
CUST-00195,33,46.92,1501.21,2,1,Month-to-Month,Credit Card,Fiber Optic,0,0,1
CUST-00196,40,39.86,1364.41,4,3,One Year,Credit Card,DSL,1,0,0
CUST-00197,39,98.34,4148.79,3,1,Two Year,Electronic Check,No,0,1,1
CUST-00198,1,110.93,99.98,1,0,Month-to-Month,Electronic Check,Fiber Optic,0,0,0
CUST-00199,11,57.02,541.4,1,7,One Year,Credit Card,Fiber Optic,0,0,0
CUST-00200,57,95.13,5672.44,1,2,One Year,Bank Transfer,No,0,1,1
CUST-00201,50,109.7,5935.76,4,1,Month-to-Month,Credit Card,Fiber Optic,0,1,0
CUST-00202,23,104.61,2632.55,4,2,Month-to-Month,Bank Transfer,Fiber Optic,0,0,0
CUST-00203,31,38.28,1184.37,5,0,One Year,Electronic Check,Fiber Optic,0,0,0
CUST-00204,42,115.63,4427.2,4,2,One Year,Bank Transfer,Fiber Optic,0,1,0
CUST-00205,7,57.67,432.42,1,3,Month-to-Month,Credit Card,Fiber Optic,0,1,0
CUST-00206,16,53.92,914.41,5,2,Month-to-Month,Bank Transfer,Fiber Optic,1,0,0
CUST-00207,60,26.24,1454.56,3,1,Month-to-Month,Credit Card,Fiber Optic,0,1,0
CUST-00208,2,68.62,153.85,2,1,Month-to-Month,Bank Transfer,Fiber Optic,0,1,1
CUST-00209,1,30.9,27.23,2,2,One Year,Credit Card,No,0,1,0
CUST-00210,48,44.85,2464.54,5,2,One Year,Electronic Check,Fiber Optic,0,0,1
CUST-00211,12,51.69,687.32,3,5,One Year,Credit Card,DSL,0,1,0
CUST-00212,69,100.88,7353.09,2,0,Two Year,Electronic Check,Fiber Optic,0,0,0
CUST-00213,37,107.55,4503.13,5,2,Two Year,Credit Card,Fiber Optic,0,1,0
CUST-00214,32,50.25,1715.24,4,5,One Year,Credit Card,DSL,0,0,0
CUST-00215,9,105.87,864.35,1,4,Month-to-Month,Mailed Check,No,0,1,1
CUST-00216,19,105.72,1973.82,3,4,Month-to-Month,Mailed Check,DSL,0,1,1
CUST-00217,48,96.47,4035.31,2,2,Month-to-Month,Mailed Check,Fiber Optic,0,0,1
CUST-00218,3,34.67,100.57,1,1,One Year,Mailed Check,No,0,0,0
CUST-00219,20,89.03,1909.66,5,0,Two Year,Bank Transfer,Fiber Optic,0,0,0
CUST-00220,24,114.5,2654.38,2,2,Month-to-Month,Electronic Check,Fiber Optic,0,1,0
CUST-00221,54,88.25,4522.88,1,3,One Year,Electronic Check,No,0,1,1
CUST-00222,33,53.16,1804.46,4,3,Two Year,Mailed Check,Fiber Optic,0,0,0
CUST-00223,24,70.06,1869.19,3,0,Two Year,Bank Transfer,No,1,1,0
CUST-00224,72,84.57,5262.6,5,4,One Year,Credit Card,Fiber Optic,0,0,0
CUST-00225,36,71.06,2470.26,2,2,Month-to-Month,Credit Card,Fiber Optic,0,0,0
CUST-00226,38,32.0,1091.33,4,4,Month-to-Month,Electronic Check,Fiber Optic,0,1,0
CUST-00227,25,51.21,1355.28,3,3,Month-to-Month,Electronic Check,DSL,0,0,0
CUST-00228,18,100.24,1590.9,3,0,One Year,Bank Transfer,No,0,0,0
CUST-00229,66,106.14,7351.6,4,2,Month-to-Month,Credit Card,No,0,1,0
CUST-00230,54,33.73,1704.58,2,1,Month-to-Month,Bank Transfer,Fiber Optic,0,0,1
CUST-00231,35,115.24,3669.08,3,3,One Year,Credit Card,DSL,0,0,0
CUST-00232,61,52.88,3647.94,5,4,One Year,Mailed Check,DSL,0,1,0
CUST-00233,41,86.23,3024.76,1,2,Month-to-Month,Mailed Check,DSL,0,1,0
CUST-00234,33,95.18,3082.31,5,2,Two Year,Bank Transfer,Fiber Optic,0,1,1
CUST-00235,68,101.19,5893.43,3,3,Month-to-Month,Electronic Check,Fiber Optic,0,0,0
CUST-00236,33,114.57,3762.2,1,3,Month-to-Month,Bank Transfer,No,0,0,0
CUST-00237,14,51.29,718.29,4,0,Month-to-Month,Bank Transfer,No,0,1,1
CUST-00238,21,105.85,2103.92,1,6,Month-to-Month,Credit Card,Fiber Optic,0,0,1
CUST-00239,48,33.17,1416.46,1,2,Month-to-Month,Credit Card,Fiber Optic,0,0,0
CUST-00240,20,90.5,1742.88,1,4,One Year,Credit Card,Fiber Optic,0,1,1
CUST-00241,8,94.2,792.55,3,2,One Year,Credit Card,DSL,0,1,0
CUST-00242,7,87.77,666.44,2,3,Month-to-Month,Electronic Check,No,0,0,0
CUST-00243,67,45.23,3058.37,3,1,Two Year,Electronic Check,DSL,0,1,0
CUST-00244,17,107.3,1873.26,2,5,Two Year,Mailed Check,No,1,1,0
CUST-00245,33,36.89,1108.03,4,2,Month-to-Month,Bank Transfer,Fiber Optic,1,0,0
CUST-00246,48,25.36,1139.62,4,2,Month-to-Month,Mailed Check,Fiber Optic,1,0,0
CUST-00247,59,91.75,4864.18,4,1,Month-to-Month,Credit Card,No,0,0,0
CUST-00248,22,67.55,1374.33,4,0,Month-to-Month,Bank Transfer,Fiber Optic,0,0,1
CUST-00249,30,104.91,2887.54,4,1,Month-to-Month,Credit Card,No,0,1,1
CUST-00250,38,58.34,2229.85,5,1,Month-to-Month,Bank Transfer,Fiber Optic,0,1,0
CUST-00251,51,36.83,1913.66,3,1,Two Year,Electronic Check,No,0,0,0
CUST-00252,54,103.64,6343.61,2,2,Month-to-Month,Credit Card,Fiber Optic,0,1,1
CUST-00253,8,74.89,544.4,4,1,Two Year,Bank Transfer,Fiber Optic,0,1,0
CUST-00254,27,38.92,1095.5,5,3,Month-to-Month,Bank Transfer,Fiber Optic,0,1,1
CUST-00255,27,92.04,2721.6,5,3,Month-to-Month,Credit Card,Fiber Optic,0,0,1
CUST-00256,21,71.11,1520.3,5,3,Month-to-Month,Electronic Check,No,0,0,1
CUST-00257,30,80.43,2235.55,3,4,Two Year,Electronic Check,No,0,1,1
CUST-00258,28,66.09,1718.7,4,3,One Year,Electronic Check,Fiber Optic,0,1,1
CUST-00259,64,102.87,5673.66,5,4,One Year,Bank Transfer,No,0,1,0
CUST-00260,69,102.96,6689.59,5,1,Month-to-Month,Electronic Check,Fiber Optic,0,0,1
CUST-00261,61,90.94,5954.41,4,3,Month-to-Month,Bank Transfer,DSL,1,0,1
CUST-00262,48,30.54,1266.93,3,3,One Year,Mailed Check,Fiber Optic,0,0,0
CUST-00263,19,103.89,1807.68,5,1,One Year,Electronic Check,Fiber Optic,0,1,0
CUST-00264,4,87.1,369.96,2,2,Month-to-Month,Credit Card,DSL,0,1,0
CUST-00265,35,89.7,3405.72,1,3,Month-to-Month,Credit Card,Fiber Optic,1,1,1
CUST-00266,64,56.3,3554.9,1,1,Month-to-Month,Credit Card,Fiber Optic,0,1,1
CUST-00267,49,107.93,5602.83,1,3,Month-to-Month,Credit Card,DSL,0,1,1
CUST-00268,17,92.54,1520.3,3,3,One Year,Mailed Check,Fiber Optic,0,1,0
CUST-00269,44,31.26,1235.11,5,1,Month-to-Month,Mailed Check,DSL,0,0,0
CUST-00270,30,60.78,1767.69,1,6,One Year,Electronic Check,DSL,1,0,0
CUST-00271,46,108.64,5117.33,1,6,One Year,Electronic Check,No,0,0,1
CUST-00272,6,24.72,168.26,4,1,One Year,Credit Card,DSL,0,0,0
CUST-00273,37,116.14,3741.23,5,5,One Year,Credit Card,Fiber Optic,0,1,0
CUST-00274,24,87.92,2114.76,5,2,Two Year,Credit Card,Fiber Optic,1,0,0
CUST-00275,46,83.14,3628.15,4,1,One Year,Bank Transfer,No,0,1,0
CUST-00276,53,47.06,2500.4,5,2,Two Year,Electronic Check,Fiber Optic,1,1,0
CUST-00277,60,44.88,2308.25,2,0,One Year,Credit Card,DSL,0,1,0
CUST-00278,63,114.21,6791.63,3,4,Month-to-Month,Credit Card,No,1,0,0
CUST-00279,32,49.83,1747.57,4,1,Month-to-Month,Credit Card,Fiber Optic,0,0,1
CUST-00280,33,97.55,3271.24,1,1,Month-to-Month,Mailed Check,Fiber Optic,0,1,1
CUST-00281,67,59.31,3914.86,5,0,Month-to-Month,Mailed Check,DSL,0,0,0
CUST-00282,18,33.93,571.44,2,1,One Year,Mailed Check,No,0,1,0
CUST-00283,25,21.07,494.84,2,2,One Year,Bank Transfer,Fiber Optic,0,1,0
CUST-00284,54,74.43,3878.27,3,3,One Year,Bank Transfer,No,0,0,1
CUST-00285,58,117.58,7506.18,2,2,Month-to-Month,Electronic Check,DSL,0,0,1
CUST-00286,67,56.91,4347.41,5,2,Month-to-Month,Credit Card,Fiber Optic,0,0,0
CUST-00287,46,55.72,2515.95,5,2,Month-to-Month,Electronic Check,DSL,0,1,1
CUST-00288,24,54.41,1264.06,2,4,Month-to-Month,Electronic Check,Fiber Optic,0,0,0
CUST-00289,32,72.05,2545.3,5,1,One Year,Mailed Check,No,0,1,0
CUST-00290,47,64.07,2945.26,5,2,Month-to-Month,Credit Card,DSL,0,0,0
CUST-00291,23,107.99,2522.53,1,3,Month-to-Month,Mailed Check,DSL,0,1,1
CUST-00292,66,70.55,4280.46,4,2,Month-to-Month,Mailed Check,Fiber Optic,0,0,0
CUST-00293,27,70.78,2050.66,5,5,Month-to-Month,Credit Card,DSL,0,1,0
CUST-00294,2,33.84,68.33,5,0,Month-to-Month,Electronic Check,Fiber Optic,0,0,1
CUST-00295,17,118.27,2196.99,3,5,Month-to-Month,Electronic Check,DSL,0,1,1
